Item,Area,Year,AreaHarvested,Production,Yield,Price,ExportQuantity,ExportValue,ImportQuantity,ImportValue,RuralPopulation,UrbanPopulation,TotalPopulation,GrossNationalIncome
Corn,BruneiDarussalam,1961,,,,,,,800,70,47,39,90,
Corn,BruneiDarussalam,1962,,,,,,,800,60,47,42,94,
Corn,BruneiDarussalam,1963,,,,,,,800,60,48,46,98,
Corn,BruneiDarussalam,1964,,,,,,,700,50,48,50,103,
Corn,BruneiDarussalam,1965,,,,,,,700,50,49,54,108,
Corn,BruneiDarussalam,1966,,,,,,,1526,124,49,58,113,
Corn,BruneiDarussalam,1967,,,,,,,1812,151,49,63,118,
Corn,BruneiDarussalam,1968,,,,,,,23,2,49,69,123,
Corn,BruneiDarussalam,1969,,,,,,,1880,144,50,74,128,
Corn,BruneiDarussalam,1970,,,,,,,95,9,50,80,133,1687
Corn,BruneiDarussalam,1971,,,,,,,1956,170,50,86,139,1789
Corn,BruneiDarussalam,1972,,,,,,,124,9,52,91,144,2364
Corn,BruneiDarussalam,1973,,,,,,,24,4,54,95,149,3649
Corn,BruneiDarussalam,1974,,,,,,,39,7,56,99,154,8738
Corn,BruneiDarussalam,1975,,,,,,,81,15,58,104,160,9191
Corn,BruneiDarussalam,1976,,,,,,,56,8,60,108,165,10828
Corn,BruneiDarussalam,1977,,,,,,,4,1,62,113,171,12760
Corn,BruneiDarussalam,1978,,,,,7,2,3091,512,64,117,176,13842
Corn,BruneiDarussalam,1979,,,,,59,13,3832,808,66,122,182,19354
Corn,BruneiDarussalam,1980,,,,,156,35,5574,1380,68,126,188,32942
Corn,BruneiDarussalam,1981,,,,,74,17,3252,745,70,130,194,28253
Corn,BruneiDarussalam,1982,,,,,16,4,2989,632,72,135,201,26695
Corn,BruneiDarussalam,1983,,,,,,,3580,751,73,139,208,23269
Corn,BruneiDarussalam,1984,,,,,54,10,6772,1337,75,143,215,22130
Corn,BruneiDarussalam,1985,,,,,23,5,10417,1558,77,148,222,19924
Corn,BruneiDarussalam,1986,,,,,22,11,8275,1039,79,152,230,11742
Corn,BruneiDarussalam,1987,,,,,,,7844,2554,81,157,238,13040
Corn,BruneiDarussalam,1988,,,,,,,11100,2000,83,162,246,12003
Corn,BruneiDarussalam,1989,,,,,,,10100,2200,85,167,254,13034
Corn,BruneiDarussalam,1990,9,3,3333,,,,8200,1500,87,172,262,14892
Corn,BruneiDarussalam,1991,14,5,3571,,,,9500,1800,89,177,270,15197
Corn,BruneiDarussalam,1992,11,4,3636,,,,8500,1300,90,184,277,16714
Corn,BruneiDarussalam,1993,20,7,3500,,,,6200,870,91,190,285,15979
Corn,BruneiDarussalam,1994,20,7,3488,,,,6400,1000,92,197,292,15514
Corn,BruneiDarussalam,1995,26,9,3462,1577,,,10357,1767,93,204,299,17538
Corn,BruneiDarussalam,1996,29,10,3448,1369,,,15580,3500,94,211,306,18512
Corn,BruneiDarussalam,1997,29,10,3472,1148,2,3,5000,1000,95,217,313,18384
Corn,BruneiDarussalam,1998,26,9,3462,902,,,8059,1582,95,224,320,14017
Corn,BruneiDarussalam,1999,30,11,3667,850,,,23000,3900,96,231,327,15583
Corn,BruneiDarussalam,2000,38,13,3421,858,,,6300,1200,96,237,334,19914
Corn,BruneiDarussalam,2001,38,13,3421,1125,,,12650,2500,96,244,341,18213
Corn,BruneiDarussalam,2002,41,14,3415,1170,,,2631,456,97,250,347,18634
Corn,BruneiDarussalam,2003,44,16,3636,1159,,,2264,320,97,256,354,20523
Corn,BruneiDarussalam,2004,49,17,3469,1139,20,2,2388,395,98,262,360,24199
Corn,BruneiDarussalam,2005,97,34,3505,1157,,,4559,900,98,267,367,28800
Corn,BruneiDarussalam,2006,85,30,3513,1224,,,626,8,98,272,373,34092
Corn,BruneiDarussalam,2007,100,35,3500,,,,145,58,98,277,379,35830
Corn,BruneiDarussalam,2008,92,32,3499,,,,392,143,98,282,385,41472
Corn,BruneiDarussalam,2009,99,35,3504,,,,1233,344,97,286,390,30469
Corn,BruneiDarussalam,2010,98,34,3503,,,,3635,1233,97,291,396,34356
Corn,BruneiDarussalam,2011,101,35,3502,,,,5401,2363,97,297,402,44898
Corn,BruneiDarussalam,2012,105,37,3501,,,,4401,1980,97,302,407,45720
Corn,BruneiDarussalam,2013,108,38,3499,,,1,5168,2346,97,308,412,43463
Corn,BruneiDarussalam,2014,113,39,3494,,0,1,14788,4370,97,314,417,40999
Corn,BruneiDarussalam,2015,120,42,3492,1891,0,,872,402,97,320,421,32225
Corn,BruneiDarussalam,2016,114,40,3495,2324,1,25,728,331,97,326,426,28722
Corn,BruneiDarussalam,2017,116,40,3492,2311,128,107,410,222,97,331,430,29861
Corn,BruneiDarussalam,2018,119,42,3494,3410,9,96,606,248,97,337,434,31434
Corn,BruneiDarussalam,2019,116,41,3494,3333,91,25,3128,1047,97,342,438,31573
Corn,BruneiDarussalam,2020,117,41,3493,2069,45,11,3908,1235,97,348,442,27998
Corn,BruneiDarussalam,2021,117,41,3494,3494,570,182,24400,9481,96,353,445,31650
Corn,BruneiDarussalam,2022,117,41,3494,2654,0,2,50999,17925,,,,
Corn,BruneiDarussalam,2023,,,,,,,,,,,,
Corn,Cambodia,1961,88080,174300,19789,,103600,5490,,,5268,605,5665,
Corn,Cambodia,1962,101069,151800,15019,,134400,7880,,,5406,623,5789,
Corn,Cambodia,1963,115000,183200,15930,,114900,6880,,,5535,649,5914,
Corn,Cambodia,1964,127000,203900,16055,,148500,8110,,,5656,675,6041,
Corn,Cambodia,1965,136500,139000,10183,,81600,5090,,,5767,700,6171,
Corn,Cambodia,1966,88900,135800,15276,,133324,8146,,,5860,724,6299,
Corn,Cambodia,1967,117000,149900,12812,,64849,4199,,,5877,809,6426,
Corn,Cambodia,1968,113100,154000,13616,,87625,4455,,,5878,901,6553,
Corn,Cambodia,1969,102200,117600,11507,,55339,3704,,,5876,1003,6680,
Corn,Cambodia,1970,86200,137000,15893,,33485,1934,,,5878,1117,6709,108
Corn,Cambodia,1971,94200,121700,12919,,14503,808,,,5802,1336,6696,108
Corn,Cambodia,1972,56200,79600,14164,,,,,,5707,1593,6766,105
Corn,Cambodia,1973,62600,72700,11613,,,,1318,210,5566,1881,6852,89
Corn,Cambodia,1974,60000,70000,11667,,,,2121,441,5343,2188,6913,91
Corn,Cambodia,1975,55000,65000,11818,,,,,,7186,337,6728,101
Corn,Cambodia,1976,55000,75000,13636,,,,,,7046,357,6307,113
Corn,Cambodia,1977,62000,80000,12903,,,,,,6821,373,6040,107
Corn,Cambodia,1978,65000,80000,12308,,,,,,6568,388,5961,116
Corn,Cambodia,1979,75000,70000,9333,,,,,,6363,406,6052,108
Corn,Cambodia,1980,101000,101000,10000,,,,,,6030,662,6199,108
Corn,Cambodia,1981,85000,85000,10000,,,,,,5888,860,6364,116
Corn,Cambodia,1982,61000,51000,8361,,,,,,6017,901,6620,118
Corn,Cambodia,1983,49000,43000,8776,,,,,,6213,955,6882,123
Corn,Cambodia,1984,43000,48000,11163,,5000,540,,,6431,1015,7134,129
Corn,Cambodia,1985,46000,42000,9130,,7015,758,,,6638,1074,7376,135
Corn,Cambodia,1986,43000,51000,11860,,9844,1059,,,6825,1134,7661,138
Corn,Cambodia,1987,40000,38000,9500,,6659,864,,,7003,1193,7976,165
Corn,Cambodia,1988,50000,41000,8200,,18687,2908,,,7179,1255,8270,191
Corn,Cambodia,1989,49000,54000,11020,,15413,2331,,,7367,1322,8571,191
Corn,Cambodia,1990,45000,88000,19556,,5478,938,,,7578,1395,8911,180
Corn,Cambodia,1991,50000,60000,12000,,26000,2300,,,7812,1475,9259,227
Corn,Cambodia,1992,48000,60000,12500,71,6000,600,,,8060,1562,9718,232
Corn,Cambodia,1993,42913,45414,10583,160,5300,520,,,8315,1653,10244,226
Corn,Cambodia,1994,37000,45000,12162,153,2000,400,,,8567,1748,10636,232
Corn,Cambodia,1995,45035,54900,12191,192,3700,650,,,8809,1844,10920,288
Corn,Cambodia,1996,46988,64563,13740,152,3659,605,119,120,9039,1942,11183,306
Corn,Cambodia,1997,34138,42423,12427,136,1100,190,105,85,9256,2040,11432,298
Corn,Cambodia,1998,39857,48510,12171,158,,,4584,700,9469,2129,11669,236
Corn,Cambodia,1999,59739,95274,15948,,126,29,150,151,9689,2195,11899,257
Corn,Cambodia,2000,57404,156972,27345,163,64,26,200,173,9894,2259,12119,259
Corn,Cambodia,2001,67213,185589,27612,123,30,9,47,50,10083,2320,12338,277
Corn,Cambodia,2002,71594,148897,20797,74,3,1,165,226,10257,2378,12562,289
Corn,Cambodia,2003,83953,314591,37472,97,764,62,299,403,10419,2434,12788,310
Corn,Cambodia,2004,77304,256665,33202,125,64276,3713,1767,2600,10574,2489,13016,347
Corn,Cambodia,2005,70480,247760,35153,135,22788,1792,1525,2300,10726,2544,13247,407
Corn,Cambodia,2006,105297,376938,35798,149,32586,2756,3979,3900,10875,2600,13478,465
Corn,Cambodia,2007,142000,523000,36831,239,80430,7523,2900,4500,11022,2655,13715,606
Corn,Cambodia,2008,163106,611865,37513,260,311572,32036,3012,6000,11164,2717,13944,712
Corn,Cambodia,2009,221287,924026,41757,201,98008,9339,2342,4500,11282,2808,14156,703
Corn,Cambodia,2010,214000,773269,36134,263,226481,26357,663,1217,11405,2904,14364,747
Corn,Cambodia,2011,174257,717000,41146,304,29945,4244,1380,2243,11534,3004,14574,839
Corn,Cambodia,2012,215442,950909,44138,314,45654,5665,1074,2379,11668,3109,14787,900
Corn,Cambodia,2013,217200,848400,39061,,14551,1470,1026,2762,11806,3217,15000,986
Corn,Cambodia,2014,136000,474000,34853,,2250,675,362,1009,11942,3329,15211,1045
Corn,Cambodia,2015,104100,333100,31998,,1975,609,319,802,12075,3443,15418,1099
Corn,Cambodia,2016,112700,542300,48119,,1588,483,7728,3691,12203,3559,15625,1202
Corn,Cambodia,2017,226900,1231500,54275,,1606,476,11487,5471,12327,3678,15831,1314
Corn,Cambodia,2018,208200,1231500,59150,,1452,453,84210,23502,12446,3800,16025,1430
Corn,Cambodia,2019,185500,895000,48248,,1867,694,164608,40962,12559,3924,16208,1575
Corn,Cambodia,2020,185251,900000,48583,,1185,492,270655,65397,12665,4050,16397,1482
Corn,Cambodia,2021,121624,699000,57472,,983,456,261887,80358,12764,4180,16589,1523
Corn,Cambodia,2022,196434,1163000,59206,,1136,511,134747,51977,,,,
Corn,Cambodia,2023,,,,,,,,,,,,
Corn,Indonesia,1961,1640000,1831450,25107,,3000,120,,,76779,13359,90817,
Corn,Indonesia,1962,1640000,1831450,25107,,3000,120,,,76779,13359,90817,
Corn,Indonesia,1963,1334500,1398900,24607,,,,,,78620,13938,93345,
Corn,Indonesia,1964,1880500,2114300,25168,,358,15,1164,114,80513,14542,95963,
Corn,Indonesia,1965,1313500,1422250,24716,,,,18780,3034,82462,15176,98675,
Corn,Indonesia,1966,1951500,2108700,24920,,5200,125,1501,157,84471,15838,,
Corn,Indonesia,1967,1338500,1444551,24651,,86265,2595,,,86536,16531,,
Corn,Indonesia,1968,1679505,1861025,24916,,158759,4424,,,88652,17255,,
Corn,Indonesia,1969,1288410,1430440,24709,,65946,655,,,90812,18009,,
Corn,Indonesia,1970,1541805,1703110,24842,,156264,821,,,93008,18792,,88
Corn,Indonesia,1971,1387850,1600245,24895,,285833,2894,,,95231,19604,,90
Corn,Indonesia,1972,1156025,1431190,25219,,218904,11119,,,97477,20445,,102
Corn,Indonesia,1973,1794585,2156400,25342,,79647,3808,,,99537,21523,,146
Corn,Indonesia,1974,1413435,1824390,25583,,181280,12769,103,59,,22711,,223
Corn,Indonesia,1975,1303935,1777945,25967,,196855,19824,30,18,,23955,,257
Corn,Indonesia,1976,1085025,1435760,26097,,50723,6414,25,17,,25252,,311
Corn,Indonesia,1977,1323255,1724505,25270,,3522,443,68864,9215,,26605,,371
Corn,Indonesia,1978,1541805,2131100,26407,,10450,1195,14445,1893,,28012,,406
Corn,Indonesia,1979,1333061,1944268,26468,,21076,2397,46199,6287,,29477,,393
Corn,Indonesia,1980,1407470,2164470,28421,,6830,779,83630,13703,,31006,,542
Corn,Indonesia,1981,1511520,2390651,27630,,14890,2076,33772,7282,,32602,,680
Corn,Indonesia,1982,1065650,1756413,27704,,4786,744,2011,728,,34446,,683
Corn,Indonesia,1983,1536614,2685938,28543,,541,111,76466,13162,,36472,,597
Corn,Indonesia,1984,1563123,2721913,28067,,17936,2555,28189,5250,,38586,,596
Corn,Indonesia,1985,1240983,2244752,27920,,159853,21808,59386,9660,,40783,,586
Corn,Indonesia,1986,1592380,3040687,28586,,3542,612,50037,7181,,43049,,526
Corn,Indonesia,1987,1340517,2687840,29817,,4434,733,57791,6281,,45389,,486
Corn,Indonesia,1988,1741376,3488459,30870,,4679,664,221001,24855,,47800,,559
Corn,Indonesia,1989,1510600,3262256,32075,,37455,4719,63459,8399,,50288,,628
Corn,Indonesia,1990,1617796,3536014,32468,,233902,28258,39647,5681,,52848,,695
Corn,Indonesia,1991,1492550,3277953,30490,137,141835,16780,9050,1701,,55491,,766
Corn,Indonesia,1992,1852173,4137730,29682,122,33223,3874,323262,45952,,58363,,817
Corn,Indonesia,1993,1506767,3361369,28758,131,149695,19000,55876,8324,,61405,,919
Corn,Indonesia,1994,1600200,3567940,25716,157,60837,7944,494470,68037,,64533,,1024
Corn,Indonesia,1995,1871419,4247951,25027,175,37441,5617,1118284,153510,,67752,,1148
Corn,Indonesia,1996,1918285,4771712,25119,204,79144,11268,969193,154115,,71054,,1274
Corn,Indonesia,1997,1719612,4497426,26404,172,26830,5304,616942,132887,,74439,,1186
Corn,Indonesia,1998,1964910,5211744,26492,87,18957,10885,1098354,171675,,77898,,502
Corn,Indonesia,1999,1771179,4717018,26687,137,632515,65453,313463,47838,,81449,,710
Corn,Indonesia,2000,1793500,4958500,27618,111,90647,11037,618060,80320,,85097,,754
Corn,Indonesia,2001,1683950,4790600,28492,120,28066,4984,1264575,157949,,88851,,745
Corn,Indonesia,2002,1602415,4913139,30776,130,90474,10500,1035797,125512,,91772,,903
Corn,Indonesia,2003,1721256,5579721,32457,146,16306,3334,1154063,137982,,94764,,1060
Corn,Indonesia,2004,1720457,5752622,33386,153,33691,5517,1345452,168658,,97826,,1136
Corn,Indonesia,2005,1858494,6418447,34468,132,32679,9074,1088928,177675,,,,1245
Corn,Indonesia,2006,1714903,5949732,34612,160,54009,9048,185597,30850,,,,1577
Corn,Indonesia,2007,1860662,6809764,36543,183,28074,4306,1775321,277498,,,,1848
Corn,Indonesia,2008,2051707,8365961,40768,258,101740,18503,701953,151613,,,,2166
Corn,Indonesia,2009,2132330,9035240,42376,262,107001,28906,286541,94032,,,,2263
Corn,Indonesia,2010,2117488,9392918,44358,318,62575,14742,338798,77841,,,,2959
Corn,Indonesia,2011,1980596,9041975,45660,354,41954,11321,1527516,369076,,,,3428
Corn,Indonesia,2012,2028258,9935724,48979,352,12717,9464,3207657,1028527,,,,3486
Corn,Indonesia,2013,1958502,9487427,48462,333,34899,19018,1692995,501898,,,,3425
Corn,Indonesia,2014,1966510,9741713,49510,309,7932,10643,3191045,918890,,,,3291
Corn,Indonesia,2015,1941034,10051218,51763,282,37889,13264,3253619,810417,,,,3212
Corn,Indonesia,2016,2277735,12084207,53079,308,234559,56365,3267694,696647,,,,3445
Corn,Indonesia,2017,2834085,14807008,51693,319,15205,5022,1139694,230923,,,,3718
Corn,Indonesia,2018,2906347,15455625,51466,318,2540,1060,474854,156719,,,,3786
Corn,Indonesia,2019,1866137,10167387,55414,344,272364,72937,737228,159548,,,,4025
Corn,Indonesia,2020,1563484,8889500,57369,335,3529,901,1010647,212684,,,,3790
Corn,Indonesia,2021,1543178,8801000,58129,359,64272,16516,865652,172649,,,,4217
Corn,Indonesia,2022,2105237,12216500,59301,348,2539,4235,995999,297296,,,,
Corn,Indonesia,2023,,,,,162033,49947,1094237,394458,,,,
Corn,LaoPeople'sDemocraticRepublic,1961,10000,17000,17000,,,,,,1996,174,2171,
Corn,LaoPeople'sDemocraticRepublic,1962,12000,18000,15000,,,,,,2041,180,2222,
Corn,LaoPeople'sDemocraticRepublic,1963,10000,15000,15000,,,,,,2088,186,2273,
Corn,LaoPeople'sDemocraticRepublic,1964,12000,19000,15833,,,,,,2135,192,2326,
Corn,LaoPeople'sDemocraticRepublic,1965,15000,23000,15333,,,,5,1,2184,198,2379,
Corn,LaoPeople'sDemocraticRepublic,1966,13000,20000,15385,,,,23,3,2234,205,2435,
Corn,LaoPeople'sDemocraticRepublic,1967,14000,22000,15714,,,,384,63,2280,217,2492,
Corn,LaoPeople'sDemocraticRepublic,1968,14000,25000,17857,,,,184,37,2327,230,2551,
Corn,LaoPeople'sDemocraticRepublic,1969,14000,26000,18571,,,,13,1,2377,244,2612,
Corn,LaoPeople'sDemocraticRepublic,1970,15000,25000,16667,,,,17,1,2430,259,2675,45
Corn,LaoPeople'sDemocraticRepublic,1971,16000,26000,16250,,,,12,2,2487,275,2741,48
Corn,LaoPeople'sDemocraticRepublic,1972,15000,26500,17667,,,,,,2548,292,2808,50
Corn,LaoPeople'sDemocraticRepublic,1973,15200,26800,17632,,27,1,3,1,2610,309,2878,57
Corn,LaoPeople'sDemocraticRepublic,1974,15900,27200,17107,,82,5,,,2667,324,2947,62
Corn,LaoPeople'sDemocraticRepublic,1975,18000,28000,15556,,,,44,10,2713,338,3013,71
Corn,LaoPeople'sDemocraticRepublic,1976,29100,30387,10442,,,,,,2748,351,3072,76
Corn,LaoPeople'sDemocraticRepublic,1977,24600,34921,14196,,,,18,40,2773,363,3126,77
Corn,LaoPeople'sDemocraticRepublic,1978,28250,29580,10471,,,,,,2794,375,3178,82
Corn,LaoPeople'sDemocraticRepublic,1979,28190,31670,11234,,,,,,2819,388,3234,86
Corn,LaoPeople'sDemocraticRepublic,1980,28310,28398,10031,,,,,,2855,403,3298,101
Corn,LaoPeople'sDemocraticRepublic,1981,30928,32780,10599,,,,,,2903,420,3371,125
Corn,LaoPeople'sDemocraticRepublic,1982,31550,34699,10998,,,,,,2961,440,3454,138
Corn,LaoPeople'sDemocraticRepublic,1983,29794,31863,10694,,,,,,3029,461,3544,147
Corn,LaoPeople'sDemocraticRepublic,1984,28563,33909,11872,,,,,,3102,484,3640,159
Corn,LaoPeople'sDemocraticRepublic,1985,26886,33333,12398,,,,,,3179,509,3742,167
Corn,LaoPeople'sDemocraticRepublic,1986,29630,41680,14067,,,,,,3258,536,3848,174
Corn,LaoPeople'sDemocraticRepublic,1987,24764,35725,14426,,,,1000,150,3341,564,3960,171
Corn,LaoPeople'sDemocraticRepublic,1988,37815,50822,13440,,,,1500,260,3427,594,4075,168
Corn,LaoPeople'sDemocraticRepublic,1989,30373,43854,14438,,,,,,3514,625,4194,194
Corn,LaoPeople'sDemocraticRepublic,1990,36670,66566,18153,,,,,,3601,657,4314,209
Corn,LaoPeople'sDemocraticRepublic,1991,34176,68575,20065,,4000,480,100,20,3689,691,4437,241
Corn,LaoPeople'sDemocraticRepublic,1992,32135,58699,18266,,5000,600,,,3776,726,4561,269
Corn,LaoPeople'sDemocraticRepublic,1993,27155,47620,17536,,8000,960,,,3861,762,4685,296
Corn,LaoPeople'sDemocraticRepublic,1994,28060,55788,19882,,8640,1050,500,80,3941,799,4808,334
Corn,LaoPeople'sDemocraticRepublic,1995,29112,50375,17304,127,9331,1100,500,130,4009,843,4927,375
Corn,LaoPeople'sDemocraticRepublic,1996,37380,78095,20892,204,4241,510,80,20,4053,904,5044,386
Corn,LaoPeople'sDemocraticRepublic,1997,38000,78300,20605,198,160,14,20,10,4090,967,5151,345
Corn,LaoPeople'sDemocraticRepublic,1998,46400,109900,23685,96,403,39,20,10,4119,1032,5247,248
Corn,LaoPeople'sDemocraticRepublic,1999,40730,96110,23597,73,1610,100,1300,220,4141,1100,5340,279
Corn,LaoPeople'sDemocraticRepublic,2000,49000,117000,23878,67,900,50,400,80,4158,1171,5431,319
Corn,LaoPeople'sDemocraticRepublic,2001,43870,111869,25500,83,2620,117,15,3,4170,1245,5520,318
Corn,LaoPeople'sDemocraticRepublic,2002,44956,124122,27610,85,1117,46,13335,1584,4176,1322,5606,328
Corn,LaoPeople'sDemocraticRepublic,2003,51670,143178,27710,,8445,405,1230,130,4178,1402,5689,362
Corn,LaoPeople'sDemocraticRepublic,2004,67500,203500,30148,,34696,2223,923,100,4178,1487,5768,428
Corn,LaoPeople'sDemocraticRepublic,2005,86000,372560,43321,,47133,2775,938,210,4190,1564,5853,491
Corn,LaoPeople'sDemocraticRepublic,2006,113815,449950,39533,,126988,8929,1192,240,4226,1623,5947,573
Corn,LaoPeople'sDemocraticRepublic,2007,157710,688190,43636,,22910,7706,1280,340,4265,1685,6041,730
Corn,LaoPeople'sDemocraticRepublic,2008,229220,1107775,48328,,126677,14442,1517,800,4304,1749,6136,890
Corn,LaoPeople'sDemocraticRepublic,2009,207600,1134386,54643,,232412,24984,,,4339,1813,6230,945
Corn,LaoPeople'sDemocraticRepublic,2010,212745,1020875,47986,,225481,26114,353,1063,4368,1878,6323,1083
Corn,LaoPeople'sDemocraticRepublic,2011,212105,1096235,51684,153,202947,25693,856,2214,4392,1942,6416,1270
Corn,LaoPeople'sDemocraticRepublic,2012,196815,1125485,57185,161,206917,27251,941,2016,4410,2006,6509,1472
Corn,LaoPeople'sDemocraticRepublic,2013,212030,1214085,57260,179,221844,42590,1489,2020,4425,2070,6601,1712
Corn,LaoPeople'sDemocraticRepublic,2014,243385,1412440,58033,,122278,34693,2650,3086,4440,2136,6691,1895
Corn,LaoPeople'sDemocraticRepublic,2015,254025,1516250,59689,,224777,53932,754,1250,4458,2206,6787,2026
Corn,LaoPeople'sDemocraticRepublic,2016,258910,1552360,59958,,170048,29515,859,932,4478,2280,6891,2195
Corn,LaoPeople'sDemocraticRepublic,2017,207190,1192525,57557,,269690,45602,502,1373,4501,2357,6998,2311
Corn,LaoPeople'sDemocraticRepublic,2018,165620,981680,59273,,177906,31650,495,1921,4525,2437,7105,2443
Corn,LaoPeople'sDemocraticRepublic,2019,151740,793625,52302,,181312,31177,2197,2381,4546,2518,7212,2448
Corn,LaoPeople'sDemocraticRepublic,2020,130822,683625,52256,,201189,35211,2646,2558,4565,2600,7319,2456
Corn,LaoPeople'sDemocraticRepublic,2021,110910,535257,48260,,116305,18420,4002,3479,4580,2683,7425,2414
Corn,LaoPeople'sDemocraticRepublic,2022,92759,462810,49894,,69789,18914,3667,3562,,,,
Corn,LaoPeople'sDemocraticRepublic,2023,,,,,,,,,,,,
Corn,Malaysia,1961,6664,8000,12005,,1250,83,53465,3437,6125,2293,8075,
Corn,Malaysia,1962,6461,8000,12382,,466,35,84140,5487,6268,2425,8324,
Corn,Malaysia,1963,9237,15000,16239,,469,36,92097,5997,6411,2563,8579,
Corn,Malaysia,1964,8928,12000,13441,,549,39,99751,6554,6549,2705,8836,
Corn,Malaysia,1965,8349,10000,11977,,258,21,82190,6138,6677,2850,9091,
Corn,Malaysia,1966,7843,9939,12672,,244,18,134300,8930,6794,2996,9340,
Corn,Malaysia,1967,6567,12650,19263,,175,11,146142,9971,6901,3145,9582,
Corn,Malaysia,1968,8806,14302,16241,,176,14,204121,12165,7001,3297,9821,
Corn,Malaysia,1969,9077,16556,18240,,160,12,198610,12247,7097,3453,10062,
Corn,Malaysia,1970,7629,16208,21245,,155,9,218160,14822,7190,3614,10307,369
Corn,Malaysia,1971,6390,12083,18909,,375,23,222202,14293,7271,3791,10553,391
Corn,Malaysia,1972,6882,15000,21796,,3840,317,220490,14905,7349,3975,10802,455
Corn,Malaysia,1973,6466,15519,24001,,2207,248,235372,24486,7426,4167,11063,668
Corn,Malaysia,1974,9400,23257,24741,,512,44,249975,35678,7503,4368,11335,801
Corn,Malaysia,1975,11174,14318,12814,,491,57,278806,40932,7583,4579,11618,777
Corn,Malaysia,1976,16156,25500,15784,,649,69,269581,36479,7666,4803,11910,892
Corn,Malaysia,1977,10625,18000,16941,,610,57,434231,56270,7752,5038,12219,1033
Corn,Malaysia,1978,10800,11900,11019,,635,72,544985,69174,7838,5285,12544,1246
Corn,Malaysia,1979,7000,8000,11429,,439,57,649411,100830,7920,5540,12875,1574
Corn,Malaysia,1980,7000,8000,11429,,411,70,662662,116599,7997,5801,13216,1786
Corn,Malaysia,1981,7000,8000,11429,,488,81,725846,127300,8084,6050,13565,1779
Corn,Malaysia,1982,8000,9000,11250,,724,112,882902,129572,8165,6305,13921,1837
Corn,Malaysia,1983,14000,20000,14286,,2199,259,941443,142315,8247,6571,14293,1990
Corn,Malaysia,1984,14000,22000,15714,,706,102,1052904,161618,8337,6854,14686,2155
Corn,Malaysia,1985,15000,25000,16667,,599,90,1181550,144506,8440,7159,15108,1918
Corn,Malaysia,1986,15000,26000,17333,,1767,267,1203700,123315,8557,7488,15559,1664
Corn,Malaysia,1987,17000,30000,17647,,2290,397,1302429,139109,8684,7841,16033,1884
Corn,Malaysia,1988,18000,32000,17778,,3508,590,1360071,173238,8815,8213,16525,2017
Corn,Malaysia,1989,19000,34000,17895,,3408,565,1492527,219302,8941,8595,17020,2154
Corn,Malaysia,1990,20000,35000,17500,,3578,603,1480185,208858,9056,8982,17517,2406
Corn,Malaysia,1991,20000,35000,17500,,4005,653,1464352,198689,9158,9371,18017,2590
Corn,Malaysia,1992,21000,36000,17143,,4237,737,1815624,243635,9161,9851,18527,3023
Corn,Malaysia,1993,20000,38000,19000,,5136,917,2058250,256382,9141,10354,19050,3343
Corn,Malaysia,1994,20000,40000,20000,,6373,1021,1968823,258491,9114,10873,19589,3619
Corn,Malaysia,1995,23000,43000,18696,,8781,1668,2383267,381326,9082,11414,20137,4206
Corn,Malaysia,1996,25000,45000,18000,,13011,2941,2227100,422945,9047,11977,20689,4648
Corn,Malaysia,1997,26000,48000,18462,,11000,2000,2744600,414973,9006,12559,21249,4461
Corn,Malaysia,1998,27000,50000,18519,,29867,4967,1840609,225867,8957,13157,21811,3130
Corn,Malaysia,1999,27000,57000,21111,,25273,4075,2199860,259903,8894,13762,22369,3293
Corn,Malaysia,2000,27000,65000,24074,,18704,3591,2248670,255056,8816,14370,22945,3756
Corn,Malaysia,2001,22000,67000,30455,,19363,3204,1974512,218431,8787,14912,23543,3655
Corn,Malaysia,2002,23000,70000,30435,,16266,3598,2408114,262862,8746,15452,24142,3904
Corn,Malaysia,2003,24000,72000,30000,,9999,2500,3485857,275182,8695,15993,24739,4215
Corn,Malaysia,2004,24000,72000,30000,358,6074,1626,2977594,330943,8636,16538,25333,4671
Corn,Malaysia,2005,25000,75000,30000,380,4241,972,2571024,365453,8572,17088,25924,5293
Corn,Malaysia,2006,25000,80000,32000,303,11062,2290,3286346,397712,8501,17642,26509,5959
Corn,Malaysia,2007,6606,32075,48554,537,1150,577,2658469,610044,8424,18201,27093,6994
Corn,Malaysia,2008,6315,32959,52192,592,248,159,2100948,670171,8343,18768,27664,8094
Corn,Malaysia,2009,7176,36396,50719,518,693,296,2628054,567636,8261,19344,28217,7025
Corn,Malaysia,2010,8600,47602,55351,388,2084,661,3076957,766550,8177,19935,28718,8598
Corn,Malaysia,2011,9759,59842,61320,335,3405,1284,2862546,933618,8130,20505,29184,9968
Corn,Malaysia,2012,9322,83601,89681,785,12137,3984,3031156,931265,8087,21083,29660,10210
Corn,Malaysia,2013,9720,86499,88991,738,18265,6013,3389079,995599,8041,21665,30135,10370
Corn,Malaysia,2014,9707,59188,60975,504,703,552,3822338,961458,7987,22241,30606,10680
Corn,Malaysia,2015,10030,62460,62273,166,11351,3864,3577736,772346,7923,22801,31069,9435
Corn,Malaysia,2016,10042,64867,64596,,40562,9401,3599445,711141,7847,23341,31526,9291
Corn,Malaysia,2017,10477,72561,69255,,39594,8801,3760266,737073,7765,23859,31976,9699
