Item,Area,Year,AreaHarvested,Production,Yield,Price,ExportQuantity,ExportValue,ImportQuantity,ImportValue,RuralPopulation,UrbanPopulation,TotalPopulation,GrossNationalIncome
Corn,VietNam,1996,615200,1536700,24979,134,227000,34000,35500,12500,59141,17232,74946,326
Corn,VietNam,1997,662900,1650600,24900,125,64300,9162,19000,6900,59667,17787,76059,347
Corn,VietNam,1998,652377,1612000,24710,124,4500,900,98000,15200,60117,18336,77128,345
Corn,VietNam,1999,691800,1753100,25341,,2300,419,147000,16500,60483,18909,78124,361
Corn,VietNam,2000,730200,2005900,27471,127,8814,2008,197430,22700,60717,19569,79001,389
Corn,VietNam,2001,729500,2161700,29633,121,24000,4500,50000,7000,60906,20234,79818,404
Corn,VietNam,2002,816400,2511200,30759,107,4774,870,300000,41500,61049,20908,80642,428
Corn,VietNam,2003,912700,3136300,34363,123,50000,9000,200000,27000,61157,21591,81476,478
Corn,VietNam,2004,991100,3430900,34617,130,80041,12895,300000,40000,61240,22288,82311,542
Corn,VietNam,2005,1052600,3787100,35979,161,2515,695,236292,36728,61308,23001,83142,680
Corn,VietNam,2006,1033100,3854500,37310,144,1068,303,448731,70167,61363,23731,83952,813
Corn,VietNam,2007,1096100,4303200,39259,200,176,219,535532,129479,61408,24482,84762,980
Corn,VietNam,2008,1440200,4573100,31753,251,12334,4441,669541,152276,61452,25256,85597,1302
Corn,VietNam,2009,1089200,4371700,40137,240,323,120,1474215,324967,61504,26061,86483,1428
Corn,VietNam,2010,1126391,4606800,40899,265,102,124,1659176,396623,61562,26911,87411,1632
Corn,VietNam,2011,1121255,4835717,43128,301,762,981,877847,300826,61640,27797,88349,1899
Corn,VietNam,2012,1156102,4973482,43019,320,7858,7338,1615503,500654,61732,28720,89301,2120
Corn,VietNam,2013,1170322,5190895,44354,326,3471,5851,2626473,722618,61826,29672,90268,2286
Corn,VietNam,2014,1178648,5202511,44140,343,77113,30753,4764031,1215951,61898,30647,91236,2462
Corn,VietNam,2015,1164747,5287261,45394,330,39614,11720,7622378,1650871,61936,31635,92191,2464
Corn,VietNam,2016,1151830,5244140,45529,278,41807,12728,8444827,1672394,61933,32636,93127,2609
Corn,VietNam,2017,1099274,5109766,46483,269,49977,18846,7725543,1503897,61898,33643,94033,2811
Corn,VietNam,2018,1032598,4874054,47202,268,116629,46270,9701557,2108103,61832,34659,94914,3101
Corn,VietNam,2019,985162,4732149,48034,269,144043,54512,11447667,2312953,61742,35687,95777,3316
Corn,VietNam,2020,939563,4558107,48513,278,329147,127328,12144713,2402234,61633,36727,96649,3433
Corn,VietNam,2021,900673,4446383,49367,410,156286,82622,9945456,2853454,61504,37780,97468,3564
Corn,VietNam,2022,885451,4423186,49954,248,88293,34454,9267578,2869133,,,,
Corn,VietNam,2023,,,,,,,,,,,,
