Item,Area,Year,AreaHarvested,Production,Yield,Price,ExportQuantity,ExportValue,ImportQuantity,ImportValue,RuralPopulation,UrbanPopulation,TotalPopulation,GrossNationalIncome
Soyabeans,VietNam,2007,187400.00,275500.00,14701.00,,26300.00,8700.00,75324.00,25928.00,61451.80,25256.00,85597.24,1302.47
Soyabeans,VietNam,2008,192100.00,267600.00,13930.00,,29500.00,11000.00,130531.00,73220.00,61504.17,26061.24,86482.92,1428.34
Soyabeans,VietNam,2009,147000.00,215200.00,14639.00,,29600.00,14800.00,172326.00,90076.00,61561.82,26910.70,87411.01,1631.77
Soyabeans,VietNam,2010,197800.00,298600.00,15096.00,,25000.00,15000.00,227697.00,115134.00,61639.70,27796.94,88349.12,1898.84
Soyabeans,VietNam,2011,181390.00,266538.47,14694.00,,20000.00,17200.00,909042.00,533035.00,61731.74,28720.14,89301.33,2120.48
Soyabeans,VietNam,2012,119612.00,173672.00,14520.00,,15000.00,13500.00,1292949.00,780165.00,61825.50,29672.22,90267.74,2286.22
Soyabeans,VietNam,2013,117194.00,168296.08,14360.00,847.60,16400.00,12000.00,1308535.00,814614.00,61898.22,30646.69,91235.50,2461.82
Soyabeans,VietNam,2014,109351.00,156549.00,14316.00,851.60,605.00,381.00,1519487.90,873284.00,61936.20,31635.37,92191.40,2463.54
Soyabeans,VietNam,2015,100611.00,146340.50,14545.00,825.30,1055.17,496.00,1707600.37,765039.00,61933.29,32635.79,93126.53,2608.85
Soyabeans,VietNam,2016,99578.00,160696.01,16138.00,821.60,587.31,331.00,1546197.71,661016.00,61898.30,33642.50,94033.05,2811.31
Soyabeans,VietNam,2017,67993.00,101855.90,14980.00,822.30,19.20,18.00,1646042.10,707905.00,61832.19,34658.96,94914.33,3100.54
Soyabeans,VietNam,2018,53364.00,81348.19,15244.00,822.00,675.44,655.00,1529057.00,771143.00,61742.33,35686.73,95776.72,3315.71
Soyabeans,VietNam,2019,49217.00,77262.98,15698.00,829.50,1588.66,1402.00,1718483.39,686267.00,61632.90,36727.25,96648.69,3433.04
Soyabeans,VietNam,2020,41564.00,65405.28,15736.00,854.50,405.02,374.00,1871563.03,772162.00,61504.28,37779.86,97468.03,3564.13
Soyabeans,VietNam,2021,36849.00,59138.21,16049.00,764.30,1290.11,1551.00,2019776.85,1181935.00,,,,
Soyabeans,VietNam,2022,32413.00,52146.38,16088.00,892.30,204.00,198.00,1849468.92,1271347.00,,,,
Soyabeans,VietNam,2023,,,,,,,,,,,,
