Item,Area,Year,AreaHarvested,Production,Yield,Price,ExportQuantity,ExportValue,ImportQuantity,ImportValue,RuralPopulation,UrbanPopulation,TotalPopulation,GrossNationalIncome
Rice,LaoPeople'sDemocraticRepublic,1985,663487.00,1395177.00,21028.00,,,,6800.00,1365.00,3258.39,535.66,3848.39,174.08
Rice,LaoPeople'sDemocraticRepublic,1986,641632.00,1449301.00,22588.00,,,,4026.00,770.00,3341.30,563.86,3959.70,170.90
Rice,LaoPeople'sDemocraticRepublic,1987,542018.00,1207156.00,22272.00,,,,2100.00,425.00,3426.66,593.63,4074.96,168.47
Rice,LaoPeople'sDemocraticRepublic,1988,524828.00,1003389.00,19118.00,,,,3764.00,860.00,3513.59,624.82,4193.53,194.26
Rice,LaoPeople'sDemocraticRepublic,1989,596160.00,1404100.00,23552.00,,,,5618.00,1400.00,3601.10,657.37,4314.44,209.02
Rice,LaoPeople'sDemocraticRepublic,1990,650300.00,1491495.00,22935.00,,,,4240.00,1015.00,3688.82,691.25,4437.23,241.43
Rice,LaoPeople'sDemocraticRepublic,1991,556878.00,1223830.00,21977.00,,,,26100.00,5900.00,3775.98,726.39,4561.11,269.41
Rice,LaoPeople'sDemocraticRepublic,1992,565749.00,1502361.00,26555.00,,,,7014.00,3353.00,3860.88,762.40,4685.30,296.03
Rice,LaoPeople'sDemocraticRepublic,1993,551708.00,1250630.00,22668.00,,,,5713.00,2000.00,3941.42,798.96,4807.95,334.17
Rice,LaoPeople'sDemocraticRepublic,1994,610960.00,1577023.00,25812.00,,,,16452.00,6600.00,4008.73,843.19,4927.43,374.66
Rice,LaoPeople'sDemocraticRepublic,1995,559900.00,1417829.00,25323.00,177.00,,,15939.00,5200.00,4053.28,903.90,5043.91,385.67
Rice,LaoPeople'sDemocraticRepublic,1996,553741.00,1413500.00,25526.00,190.00,,,26731.00,9300.00,4089.73,966.79,5150.54,344.76
Rice,LaoPeople'sDemocraticRepublic,1997,601295.00,1660000.00,27607.00,310.00,,,19927.00,7700.00,4118.60,1032.16,5246.92,247.87
Rice,LaoPeople'sDemocraticRepublic,1998,617538.00,1674500.00,27116.00,178.00,,,40585.00,12175.00,4141.08,1100.20,5340.06,279.34
Rice,LaoPeople'sDemocraticRepublic,1999,717577.00,2102815.00,29304.00,116.00,,,4707.00,1350.00,4158.07,1171.24,5430.85,318.95
Rice,LaoPeople'sDemocraticRepublic,2000,719370.00,2201700.00,30606.00,108.00,,,13693.00,3800.00,4169.57,1245.00,5519.71,318.15
Rice,LaoPeople'sDemocraticRepublic,2001,746775.00,2334700.00,31264.00,101.00,,,21969.00,3950.00,4175.53,1321.75,5606.10,327.70
Rice,LaoPeople'sDemocraticRepublic,2002,738104.00,2416500.00,32739.00,99.00,,,26400.00,3500.00,4177.70,1401.96,5689.07,362.43
Rice,LaoPeople'sDemocraticRepublic,2003,756317.00,2375100.00,31403.00,,,,23558.00,2504.00,4178.09,1486.52,5768.17,428.42
Rice,LaoPeople'sDemocraticRepublic,2004,770320.00,2529000.00,32831.00,,,,32864.00,7009.00,4189.73,1564.30,5852.97,491.30
Rice,LaoPeople'sDemocraticRepublic,2005,736020.00,2568000.00,34890.00,,,,22327.00,6711.00,4226.29,1623.07,5946.59,572.94
Rice,LaoPeople'sDemocraticRepublic,2006,742905.00,2663700.00,35855.00,,,,17298.00,5000.00,4265.02,1684.77,6041.35,730.02
Rice,LaoPeople'sDemocraticRepublic,2007,727863.00,2710050.00,37233.00,,,,24628.00,9300.00,4303.53,1748.66,6135.86,890.30
Rice,LaoPeople'sDemocraticRepublic,2008,786265.00,2969910.00,37772.00,,,,23734.00,8000.00,4338.74,1813.30,6229.93,944.72
Rice,LaoPeople'sDemocraticRepublic,2009,818561.00,3144800.00,38419.00,,,,43040.00,12700.00,4368.38,1877.89,6323.42,1083.24
Rice,LaoPeople'sDemocraticRepublic,2010,855114.00,3070640.00,35909.00,,,,42773.00,16500.00,4391.63,1941.86,6416.33,1270.11
Rice,LaoPeople'sDemocraticRepublic,2011,817250.00,3065760.00,37513.00,288.00,,,17071.00,9805.00,4409.55,2005.62,6508.80,1472.31
Rice,LaoPeople'sDemocraticRepublic,2012,933767.00,3489210.00,37367.00,253.00,,,13055.00,6625.00,4424.63,2069.93,6600.74,1711.89
Rice,LaoPeople'sDemocraticRepublic,2013,891190.00,3414560.00,38315.00,318.00,,,10930.00,5830.00,4439.92,2136.48,6691.45,1895.41
Rice,LaoPeople'sDemocraticRepublic,2014,957836.00,4002424.74,41786.00,,15628.00,10955.00,4078.00,3039.00,4457.64,2206.33,6787.42,2025.88
Rice,LaoPeople'sDemocraticRepublic,2015,965152.00,4102000.00,42501.00,,29184.00,23588.00,7871.00,5848.00,4478.36,2279.99,6891.36,2194.95
Rice,LaoPeople'sDemocraticRepublic,2016,973327.00,4148800.00,42625.00,,46793.00,34897.00,91999.00,78674.00,4501.17,2356.99,6997.92,2310.71
Rice,LaoPeople'sDemocraticRepublic,2017,956134.00,4039779.00,42251.00,,48726.00,31122.00,57030.00,44663.00,4524.50,2436.71,7105.01,2442.77
Rice,LaoPeople'sDemocraticRepublic,2018,848174.00,3584700.00,42264.00,,41604.00,31366.00,28943.00,27616.00,4546.19,2518.06,7212.05,2448.14
Rice,LaoPeople'sDemocraticRepublic,2019,850700.00,3534500.00,41548.00,,33367.00,19903.00,91838.00,25016.00,4564.69,2600.13,7319.40,2456.46
Rice,LaoPeople'sDemocraticRepublic,2020,921700.00,3519100.00,38181.00,,111692.00,52719.00,142227.00,37011.00,4579.66,2682.64,7425.06,2413.75
Rice,LaoPeople'sDemocraticRepublic,2021,858289.00,3494890.00,40719.00,,83435.00,35218.00,84483.00,24203.00,,,,
Rice,LaoPeople'sDemocraticRepublic,2022,818200.00,3594800.00,43935.00,,56974.00,36232.00,61215.00,30266.00,,,,
Rice,LaoPeople'sDemocraticRepublic,2023,,,,,,,,,6125.20,2293.26,8074.81,
Rice,Malaysia,1961,516489.00,1089075.00,21086.00,,20545.00,2857.00,420423.00,52163.00,6267.98,2424.84,8324.22,
Rice,Malaysia,1962,544223.00,1125343.00,20678.00,,22724.00,3203.00,392858.00,54338.00,6411.26,2562.83,8579.35,
Rice,Malaysia,1963,552947.00,1190214.00,21525.00,,9736.00,1398.00,496697.00,65857.00,6548.86,2705.10,8835.93,
Rice,Malaysia,1964,555785.00,1109782.00,19968.00,,7105.00,1025.00,506690.00,62903.00,6676.90,2849.67,9091.02,
Rice,Malaysia,1965,581904.00,1255608.00,21578.00,,25043.00,3563.00,385683.00,47910.00,6793.87,2996.11,9340.24,
Rice,Malaysia,1966,572995.00,1226678.00,21408.00,,13349.00,1899.00,316520.00,45032.00,6901.35,3144.82,9582.09,
Rice,Malaysia,1967,597599.00,1205068.00,20165.00,,3071.00,455.00,378267.00,66015.00,7001.15,3296.65,9821.31,
Rice,Malaysia,1968,660372.00,1433953.00,21714.00,,2268.00,421.00,311416.00,57285.00,7096.57,3452.66,10061.68,
Rice,Malaysia,1969,684234.00,1590596.00,23246.00,,1147.00,202.00,303879.00,43892.00,7189.61,3614.37,10306.51,369.06
Rice,Malaysia,1970,704767.00,1681415.00,23858.00,,193.00,43.00,355371.00,42011.00,7271.18,3791.16,10552.56,390.94
Rice,Malaysia,1971,734532.00,1816922.00,24736.00,,1560.00,176.00,235430.00,23961.00,7348.98,3975.27,10801.62,454.50
Rice,Malaysia,1972,766177.00,1837324.00,23980.00,,14231.00,2092.00,213074.00,26893.00,7425.82,4166.88,11062.66,668.30
Rice,Malaysia,1973,751640.00,1979944.00,26342.00,,10868.00,1588.00,298499.00,85558.00,7503.34,4367.89,11335.19,801.22
Rice,Malaysia,1974,740000.00,2095000.00,28311.00,,46.00,15.00,333768.00,148705.00,7582.99,4579.38,11617.95,776.89
Rice,Malaysia,1975,750339.00,1997000.00,26615.00,,1.00,,145998.00,62836.00,7665.97,4802.92,11910.08,891.57
Rice,Malaysia,1976,733000.00,1995000.00,27217.00,,5.00,2.00,210275.00,54238.00,7752.18,5038.36,12218.92,1032.91
Rice,Malaysia,1977,723000.00,1898000.00,26252.00,,,,283317.00,71710.00,7838.22,5284.85,12543.89,1245.55
Rice,Malaysia,1978,583000.00,1498000.00,25695.00,,12.00,1.00,407018.00,138937.00,7920.27,5539.94,12875.01,1574.16
Rice,Malaysia,1979,738000.00,2095000.00,28388.00,,,,238089.00,84951.00,7996.88,5801.25,13215.71,1786.29
Rice,Malaysia,1980,716800.00,2044604.00,28524.00,,200.00,23.00,167593.00,59537.00,8083.62,6050.22,13564.59,1779.01
Rice,Malaysia,1981,711000.00,2019900.00,28409.00,,23.00,11.00,316664.00,129382.00,8165.19,6305.44,13921.03,1836.61
Rice,Malaysia,1982,682000.00,1883604.00,27619.00,,10375.00,3800.00,403038.00,141419.00,8247.36,6571.25,14292.86,1990.31
Rice,Malaysia,1983,666000.00,1734325.00,26041.00,,5.00,,358256.00,101708.00,8337.33,6854.29,14686.45,2155.21
Rice,Malaysia,1984,624000.00,1571674.00,25187.00,,10145.00,3410.00,436520.00,117650.00,8440.05,7158.89,15108.14,1918.26
Rice,Malaysia,1985,654974.00,1745367.00,26648.00,,2002.00,672.00,428017.00,103474.00,8556.66,7488.39,15558.74,1663.63
Rice,Malaysia,1986,650875.00,1718215.00,26399.00,,920.00,71.00,191180.00,45760.00,8683.91,7841.20,16033.10,1883.87
Rice,Malaysia,1987,658954.00,1626699.00,24686.00,,1527.00,208.00,196507.00,41362.00,8814.88,8212.71,16524.62,2017.04
Rice,Malaysia,1988,671755.00,1696239.00,25251.00,,4998.00,823.00,283880.00,80973.00,8941.24,8594.74,17020.14,2154.44
Rice,Malaysia,1989,664137.00,1743444.00,26251.00,,69.00,32.00,367732.00,126592.00,9056.35,8981.97,17517.05,2406.36
Rice,Malaysia,1990,680647.00,1884984.00,27694.00,,106.00,43.00,330336.00,99739.00,9158.04,9371.41,18017.46,2589.83
Rice,Malaysia,1991,683640.00,1926354.00,28178.00,,676.00,175.00,399889.00,127460.00,9161.43,9851.29,18526.71,3023.14
Rice,Malaysia,1992,672753.00,2012732.00,29918.00,,134.00,88.00,444175.00,135924.00,9141.38,10353.59,19050.08,3342.97
Rice,Malaysia,1993,693434.00,2104447.00,30348.00,,128.00,91.00,389196.00,109945.00,9113.72,10873.17,19588.70,3619.22
Rice,Malaysia,1994,698624.00,2138788.00,30614.00,,1162.00,342.00,340779.00,112348.00,9082.00,11413.60,20136.89,4205.66
Rice,Malaysia,1995,672787.00,2127271.00,31619.00,,2422.00,771.00,427556.00,141995.00,9046.59,11976.73,20689.05,4647.83
Rice,Malaysia,1996,685468.00,2228489.00,32510.00,,119.00,96.00,577634.00,213630.00,9006.38,12558.95,21249.18,4461.49
Rice,Malaysia,1997,690975.00,2119615.00,30676.00,,66.00,48.00,630000.00,236000.00,8956.91,13156.56,21810.54,3130.21
Rice,Malaysia,1998,674404.00,1944240.00,28829.00,,2086.00,355.00,657870.00,232277.00,8894.35,13761.93,22368.66,3292.65
Rice,Malaysia,1999,692389.00,2036641.00,29415.00,,113.00,46.00,612466.00,189264.00,8815.95,14369.65,22945.15,3756.01
Rice,Malaysia,2000,698700.00,2140800.00,30640.00,,103.00,60.00,595581.00,181585.00,8787.06,14911.85,23542.52,3654.71
Rice,Malaysia,2001,673600.00,2094995.00,31101.00,,153.00,101.00,524999.00,140523.00,8746.39,15452.42,24142.45,3903.93
Rice,Malaysia,2002,678500.00,2197351.00,32385.00,,2703.00,690.00,496102.00,135357.00,8695.42,15993.28,24739.41,4214.80
Rice,Malaysia,2003,671800.00,2257000.00,33596.00,190.00,8787.00,1673.00,368261.00,105425.00,8636.30,16537.81,25333.25,4670.85
Rice,Malaysia,2004,680700.00,2264000.00,33260.00,158.00,8227.00,1146.00,522440.00,146857.00,8571.84,17087.55,25923.54,5292.96
Rice,Malaysia,2005,676200.00,2314000.00,34221.00,164.00,5387.00,1183.00,583654.00,182598.00,8501.09,17642.48,26509.41,5959.30
Rice,Malaysia,2006,645000.00,2187000.00,33907.00,177.00,4474.00,1174.00,820480.00,285980.00,8424.43,18201.42,27092.60,6993.84
Rice,Malaysia,2007,673242.00,2375000.00,35277.00,189.00,224.00,122.00,778894.00,312690.00,8343.39,18767.68,27664.30,8093.70
Rice,Malaysia,2008,656602.00,2353000.00,35836.00,225.00,911.00,609.00,1106743.00,813305.00,8260.98,19344.40,28217.20,7024.95
Rice,Malaysia,2009,674928.00,2511043.00,37205.00,213.00,558.00,387.00,1086616.00,551113.00,8177.34,19934.95,28717.73,8597.66
Rice,Malaysia,2010,677884.00,2464830.00,36361.00,233.00,413.00,396.00,930583.00,500369.00,8129.92,20505.20,29184.13,9967.50
Rice,Malaysia,2011,687516.00,2575988.00,37468.00,245.00,661.00,423.00,1031033.00,606132.00,8087.43,21083.03,29660.21,10210.28
Rice,Malaysia,2012,684545.00,2599382.00,37972.00,243.00,923.00,560.00,1005416.00,605932.00,8041.48,21665.25,30134.81,10369.86
Rice,Malaysia,2013,671679.00,2603654.00,38763.00,238.00,10762.00,6662.00,889820.00,503580.00,7987.24,22240.78,30606.46,10679.96
Rice,Malaysia,2014,614579.00,2844983.00,46292.00,367.00,36517.00,18207.00,941987.00,494484.00,7922.59,22800.56,31068.83,9434.94
Rice,Malaysia,2015,681559.00,2741404.00,40223.00,307.00,72655.00,31889.00,1051082.00,535140.00,7846.72,23340.55,31526.42,9291.14
Rice,Malaysia,2016,688770.00,2739606.00,39775.00,289.00,45422.00,20227.00,821869.00,377417.00,7764.81,23859.45,31975.81,9698.58
Rice,Malaysia,2017,685548.00,2570513.00,37496.00,279.00,1464.00,869.00,732675.00,343594.00,7678.73,24363.73,32399.27,10729.14
Rice,Malaysia,2018,699980.00,2639202.00,37704.00,297.00,19654.00,8585.00,808055.00,405410.00,7592.14,24862.31,32804.02,10844.55
Rice,Malaysia,2019,672084.00,2352870.00,35009.00,290.00,24844.00,10921.00,969254.00,452511.00,7507.36,25361.96,33199.99,9946.01
Rice,Malaysia,2020,644908.00,2356391.90,36538.00,286.00,57210.00,23222.00,1208541.00,581650.00,7424.93,25864.29,33573.87,10768.89
Rice,Malaysia,2021,647936.00,2441597.00,37683.00,290.00,96671.00,39099.00,1141981.00,569685.00,,,,
Rice,Malaysia,2022,638421.00,2364453.00,37036.00,273.00,113904.00,44791.00,1238879.00,607852.00,,,,
Rice,Malaysia,2023,,,,,,,,,17243.51,4194.51,22203.11,
Rice,Myanmar,1961,4253700.00,6834100.00,16066.00,,1591300.00,146810.00,,,17538.06,4359.96,22699.70,
Rice,Myanmar,1962,4654000.00,7664700.00,16469.00,,1717563.00,167127.00,,,17839.50,4532.40,23210.69,
Rice,Myanmar,1963,4877500.00,7782900.00,15957.00,,1712039.00,170180.00,,,18153.92,4713.83,23737.82,
Rice,Myanmar,1964,4976100.00,8507700.00,17097.00,,1413000.00,149230.00,,,18485.77,4905.38,24286.88,
Rice,Myanmar,1965,4848300.00,8055100.00,16614.00,,1335000.00,138323.00,,,18835.98,5108.20,24854.70,
Rice,Myanmar,1966,4516500.00,6636400.00,14694.00,,1127570.00,120097.00,,,19202.47,5322.08,25440.03,
Rice,Myanmar,1967,4706000.00,7769400.00,16510.00,,540021.00,66484.00,33.00,5.00,19581.50,5546.62,26044.11,
Rice,Myanmar,1968,4763400.00,8022900.00,16843.00,,351722.00,50727.00,,,19968.28,5780.36,26659.48,
Rice,Myanmar,1969,4671600.00,7984700.00,17092.00,,549408.00,66901.00,,,20358.53,6022.90,27284.11,80.62
Rice,Myanmar,1970,4808700.00,8161900.00,16973.00,,640964.00,53409.00,5.00,1.00,20751.00,6273.98,27914.95,81.17
Rice,Myanmar,1971,4763800.00,8175000.00,17161.00,,810514.00,60617.00,,,21145.98,6534.16,28551.95,75.52
Rice,Myanmar,1972,4528100.00,7356800.00,16247.00,,524286.00,40783.00,,,21571.61,6775.73,29165.36,102.50
Rice,Myanmar,1973,4879500.00,8601900.00,17629.00,,145806.00,17832.00,,,22086.48,6941.26,29751.94,148.28
Rice,Myanmar,1974,4884100.00,8583400.00,17574.00,,214298.00,81263.00,,,22611.73,7110.24,30344.28,131.69
Rice,Myanmar,1975,5029600.00,9207700.00,18307.00,,291606.00,73825.00,7.00,1.00,23145.84,7282.19,30941.38,137.64
Rice,Myanmar,1976,4911500.00,9319300.00,18974.00,,623033.00,107870.00,,,23687.60,7456.73,31554.60,137.88
Rice,Myanmar,1977,4864000.00,9462000.00,19453.00,,661380.00,115928.00,,,24238.04,7634.19,32185.60,153.56
Rice,Myanmar,1978,5010500.00,10528300.00,21012.00,,348253.00,73394.00,,,24798.79,7815.10,32821.78,171.11
Rice,Myanmar,1979,4441900.00,10447900.00,23521.00,,590200.00,135135.00,,,25370.16,7999.56,33465.78,186.31
Rice,Myanmar,1980,4800900.00,13317400.00,27739.00,,653100.00,182317.00,,,25951.71,8187.42,34110.10,181.87
Rice,Myanmar,1981,4808700.00,14146600.00,29419.00,,673900.00,216474.00,,,26540.22,8377.68,34742.59,179.62
Rice,Myanmar,1982,4562300.00,14373400.00,31505.00,,701300.00,156173.00,,,27115.27,8582.67,35424.26,182.38
Rice,Myanmar,1983,4659200.00,14288100.00,30666.00,,858400.00,165438.00,,,27639.12,8829.77,36159.84,181.49
Rice,Myanmar,1984,4601300.00,14255500.00,30981.00,,621800.00,118334.00,,,28146.97,9075.33,36881.02,182.84
Rice,Myanmar,1985,4660800.00,14317048.00,30718.00,,581500.00,93025.00,,,28638.00,9319.33,37572.34,154.93
Rice,Myanmar,1986,4665700.00,14127100.00,30279.00,,622224.00,73121.00,,,29111.82,9561.42,38233.17,144.71
Rice,Myanmar,1987,4482800.00,13638400.00,30424.00,,385940.00,49588.00,,,29562.49,9799.65,38868.27,141.43
Rice,Myanmar,1988,4527300.00,13167100.00,29084.00,,47800.00,8324.00,,,29983.54,10031.32,39489.42,149.64
Rice,Myanmar,1989,4732400.00,13806500.00,29174.00,,168200.00,38619.00,,,30371.02,10255.23,40099.55,154.53
Rice,Myanmar,1990,4760000.00,13971800.00,29353.00,,246637.00,61390.00,,,30720.62,10469.53,40680.53,164.49
Rice,Myanmar,1991,4575000.00,13202000.00,28857.00,,183115.00,39654.00,,,31036.13,10675.33,41237.81,178.87
Rice,Myanmar,1992,5056147.00,14835000.00,29341.00,,212358.00,44803.00,,,31332.61,10877.17,41788.30,192.94
Rice,Myanmar,1993,5486733.00,16757000.00,30541.00,,295812.00,50846.00,,,31629.95,11082.28,42337.11,208.52
Rice,Myanmar,1994,5742090.00,18192000.00,31682.00,,958707.00,213623.00,,,31942.25,11295.54,42880.19,224.35
Rice,Myanmar,1995,6031845.00,17950000.00,29759.00,,367600.00,81630.00,,,32274.30,11519.01,43423.37,239.32
Rice,Myanmar,1996,5767585.00,17673000.00,30642.00,,115550.00,28273.00,457.00,245.00,32620.93,11750.60,43972.05,248.50
Rice,Myanmar,1997,5407414.00,16651000.00,30793.00,,28300.00,6032.00,1633.00,560.00,32972.49,11987.44,44516.19,152.93
Rice,Myanmar,1998,5458000.00,17075000.00,31284.00,,120400.00,26354.00,952.00,295.00,33315.06,12224.37,45041.64,153.85
Rice,Myanmar,1999,6209906.00,20122000.00,32403.00,,54319.00,10319.00,6663.00,1720.00,33637.94,12457.53,45538.33,185.82
Rice,Myanmar,2000,6301771.00,21320000.00,33832.00,,251400.00,31970.00,10143.00,2680.00,33941.55,12686.44,46014.83,208.73
Rice,Myanmar,2001,6411036.00,21912000.00,34179.00,,1009609.00,122144.00,13000.00,2000.00,34228.01,12912.21,46480.23,257.50
Rice,Myanmar,2002,6377000.00,21805449.00,34194.00,,978367.00,127388.00,16000.00,2000.00,34492.26,13132.63,46924.29,224.04
Rice,Myanmar,2003,6528000.00,23135461.00,35440.00,,468145.00,71000.00,9000.00,1700.00,34728.33,13345.37,47338.45,248.08
Rice,Myanmar,2004,6808000.00,24750973.00,36356.00,,182233.00,31378.00,18000.00,3600.00,34933.87,13548.74,47724.47,288.54
Rice,Myanmar,2005,7383000.00,27683296.00,37496.00,,213013.00,42844.00,2096.00,559.00,35105.02,13741.45,48088.27,334.30
Rice,Myanmar,2006,8074000.00,30923479.00,38300.00,,306507.00,74349.00,10500.00,3547.00,35246.67,13924.92,48445.65,412.61
Rice,Myanmar,2007,8011000.00,31450808.00,39260.00,,361863.00,101421.00,3149.00,1076.00,35374.49,14105.27,48729.49,557.81
Rice,Myanmar,2008,8078000.00,32572528.00,40323.00,,685655.00,210872.00,81000.00,40000.00,35510.14,14290.55,49015.84,710.40
Rice,Myanmar,2009,8058000.00,32681246.00,40558.00,,837874.00,260694.00,23000.00,11500.00,35668.45,14487.45,49390.99,883.34
Rice,Myanmar,2010,8012000.00,32580000.00,40664.00,,592807.00,213697.00,1589.00,830.00,35854.78,14698.26,49794.52,1191.06
Rice,Myanmar,2011,7567000.00,29010000.00,38338.00,,867417.00,337410.00,3076.00,1600.00,36064.79,14921.72,50218.19,1257.35
Rice,Myanmar,2012,6988800.00,26637800.00,38115.00,,455302.00,152908.00,46452.00,32800.00,36292.94,15155.25,50648.33,1262.84
Rice,Myanmar,2013,6952900.00,26795300.00,38538.00,,484108.00,157910.00,20000.00,14000.00,36528.88,15395.31,51072.44,1327.77
Rice,Myanmar,2014,6869400.00,26848100.00,39084.00,,1446903.00,621314.00,96.00,147.00,36757.13,15646.54,51483.95,1232.87
Rice,Myanmar,2015,6769500.00,26630700.00,39339.00,,1560699.00,631049.00,762.00,1425.00,36976.38,15908.84,51892.35,1283.03
Rice,Myanmar,2016,6724000.00,26085100.00,38794.00,,530337.00,438936.00,1495.00,683.00,37187.53,16183.08,52288.34,1297.86
Rice,Myanmar,2017,6745500.00,26035800.00,38597.00,,1813394.00,1030824.00,2654.00,2982.00,37387.37,16468.36,52666.01,1391.50
Rice,Myanmar,2018,7149300.00,28016100.00,39187.00,,1616758.00,921754.00,3191.00,3548.00,37572.51,16763.63,53040.21,1394.72
Rice,Myanmar,2019,6921000.00,26691400.00,38566.00,,2170878.00,782429.00,2757.00,2289.00,37740.21,17068.07,53423.20,1462.23
Rice,Myanmar,2020,6830000.00,26399600.00,38652.00,,1845199.00,773175.00,2060.00,1864.00,37888.30,17381.06,53798.08,1095.32
Rice,Myanmar,2021,7043300.00,27438300.00,38957.00,,1598315.00,670698.00,780.00,444.00,,,,
Rice,Myanmar,2022,6899300.00,24680200.00,35772.00,,2070855.00,786839.00,272.00,230.00,,,,
Rice,Myanmar,2023,,,,,,,,,18864.36,8300.26,29342.41,
Rice,Philippines,1961,3179190.00,3910100.00,12299.00,,53.00,28.00,187800.00,22400.00,19427.80,8653.43,30185.98,
Rice,Philippines,1962,3161320.00,3966980.00,12548.00,,37.00,18.00,2.00,1.00,19999.15,9017.62,31043.71,
Rice,Philippines,1963,3087450.00,3842860.00,12447.00,,90.00,56.00,256000.00,38733.00,20572.39,9390.48,31916.62,
Rice,Philippines,1964,3199670.00,3992400.00,12478.00,,91.00,60.00,298859.00,34578.00,21143.89,9770.04,32805.54,
Rice,Philippines,1965,3109180.00,4072636.00,13099.00,,26.00,10.00,559560.00,58535.00,21711.64,10155.93,33704.75,
Rice,Philippines,1966,3096120.00,4094020.00,13223.00,,20.00,13.00,108184.00,13795.00,22277.61,10548.99,34616.86,
Rice,Philippines,1967,3304000.00,4560700.00,13804.00,,1054.00,359.00,290452.00,42310.00,22845.66,10951.38,35544.97,
Rice,Philippines,1968,3332150.00,4444656.00,13339.00,,36658.00,5931.00,8.00,3.00,23421.90,11365.68,36477.17,
Rice,Philippines,1969,3195830.00,5464075.00,17098.00,,550.00,128.00,10.00,4.00,23996.85,11807.88,37435.59,203.89
Rice,Philippines,1970,3195000.00,5578405.00,17460.00,,1239.00,404.00,,,24508.57,12342.48,38421.75,221.52
Rice,Philippines,1971,3332290.00,5324875.00,15980.00,,500.00,317.00,370402.00,32855.00,25026.26,12899.14,39412.48,233.96
Rice,Philippines,1972,3194150.00,4609505.00,14431.00,,4680.00,1237.00,455891.00,38700.00,25549.09,13477.00,40406.23,289.23
Rice,Philippines,1973,3527750.00,5158898.00,14624.00,,3381.00,1300.00,336221.00,49767.00,26073.71,14076.26,41388.32,388.27
Rice,Philippines,1974,3632490.00,5615265.00,15458.00,,1.00,1.00,166292.00,43599.00,26610.78,14684.35,42394.43,407.05
Rice,Philippines,1975,3674040.00,6112039.00,16636.00,,18.00,14.00,134777.00,39677.00,27210.38,15250.81,43474.37,453.01
Rice,Philippines,1976,3641380.00,6542610.00,17967.00,,,,55444.00,12384.00,27816.09,15834.24,44646.52,507.75
Rice,Philippines,1977,3601700.00,7254390.00,20142.00,,14927.00,4275.00,30874.00,5244.00,28429.36,16436.91,45890.74,572.45
Rice,Philippines,1978,3560700.00,7211620.00,20253.00,,47845.00,14865.00,,,29053.20,17060.80,47154.23,679.57
Rice,Philippines,1979,3636810.00,7684795.00,21131.00,,165290.00,46742.00,24.00,17.00,29644.07,17752.90,48419.55,776.91
Rice,Philippines,1980,3459130.00,7646490.00,22105.00,,260927.00,76352.00,3.00,4.00,30011.50,18704.09,49679.33,830.31
Rice,Philippines,1981,3442830.00,7910735.00,22977.00,,82271.00,29845.00,13.00,15.00,30369.95,19698.55,50938.52,837.18
Rice,Philippines,1982,3239630.00,8533730.00,26342.00,,346.00,200.00,1.00,2.00,30718.64,20736.40,52219.69,727.11
Rice,Philippines,1983,3140670.00,7294910.00,23227.00,,40400.00,9386.00,6.00,24.00,31055.19,21818.79,53514.96,660.92
Rice,Philippines,1984,3221770.00,7828880.00,24300.00,,2858.00,1391.00,189718.00,44382.00,31379.87,22943.78,54812.66,627.99
Rice,Philippines,1985,3402610.00,8805600.00,25879.00,,58.00,27.00,538150.00,123455.00,31689.79,24114.29,56109.84,597.49
Rice,Philippines,1986,3402910.00,9246790.00,27173.00,,18.00,11.00,2058.00,409.00,31983.81,25329.50,57415.18,654.52
Rice,Philippines,1987,3255900.00,8539852.00,26229.00,,111594.00,24697.00,30.00,13.00,32257.12,26588.09,58755.92,732.90
Rice,Philippines,1988,3392670.00,8970919.00,26442.00,,5.00,4.00,119187.00,47590.00,32507.44,27884.42,60127.34,804.69
Rice,Philippines,1989,3497280.00,9458772.00,27046.00,,16000.00,2688.00,195179.00,54497.00,32840.92,29106.43,61558.90,828.98
Rice,Philippines,1990,3318720.00,9885000.00,29786.00,,2.00,2.00,592727.00,127667.00,33722.63,29785.83,63039.75,838.18
Rice,Philippines,1991,3424960.00,9673262.00,28243.00,174.00,10006.00,2342.00,59.00,65.00,34610.22,30465.26,64543.53,969.78
Rice,Philippines,1992,3198070.00,9128940.00,28545.00,189.00,35100.00,8517.00,634.00,318.00,35504.44,31145.81,66083.32,978.32
Rice,Philippines,1993,3282350.00,9434208.00,28742.00,199.00,1.00,1.00,201605.00,37144.00,36407.38,31828.85,67650.28,1128.54
Rice,Philippines,1994,3651530.00,10538054.00,28859.00,223.00,,,1527.00,682.00,37320.23,32515.49,69250.47,1277.50
Rice,Philippines,1995,3758691.00,10540649.00,28043.00,282.00,,,263272.00,82724.00,38241.71,33204.40,70944.97,1442.97
Rice,Philippines,1996,3951136.00,11283568.00,28558.00,310.00,,,866880.00,308895.00,39170.18,33894.59,72718.84,1401.65
Rice,Philippines,1997,3842270.00,11268963.00,29329.00,269.00,,,722397.00,211325.00,40106.98,34586.71,74491.92,1108.92
Rice,Philippines,1998,3170042.00,8554824.00,26986.00,203.00,40.00,31.00,2414041.00,646630.00,41053.64,35282.18,76249.06,1238.72
Rice,Philippines,1999,3999839.00,11786625.00,29468.00,201.00,294.00,148.00,834379.00,239933.00,42010.50,35981.07,77958.22,1218.20
